nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f7 0x000000f7 6   7            ascii   ?Rich4
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
6045 0x00061a89 0x10061a89 6   7    .text   ascii   9t$\fu\v
6046 0x00061ae2 0x10061ae2 6   7    .text   ascii   YYt\vVP
6047 0x00061b1a 0x10061b1a 4   5    .text   ascii   M\bSV
6048 0x00061b3c 0x10061b3c 5   6    .text   ascii   9U\fu\r
6049 0x00061b49 0x10061b49 7   8    .text   ascii   9u\ft\nAf
6050 0x00061b56 0x10061b56 4   6    .text   utf8    uȋE\f
6051 0x00061b91 0x10061b91 4   5    .text   ascii   \at'\n
6052 0x00061be3 0x10061be3 4   5    .text   ascii   D$\fd
6053 0x00061bf2 0x10061bf2 4   5    .text   ascii   l$\fP
6054 0x00061de9 0x10061de9 5   7    .text   utf8    YËELP
6055 0x00061e7f 0x10061e7f 4   6    .text   utf8    ̋E\fP
6056 0x00062059 0x10062059 4   7    .text   utf8    YøČ\a
6057 0x00062a99 0x10062a99 4   7    .text   utf8    Yøܗ\a
6058 0x00062f7f 0x10062f7f 4   8    .text   utf8    ̍M\b阀
6059 0x00062fe9 0x10062fe9 4   7    .text   utf8    YøĞ\a
6060 0x00063049 0x10063049 4   6    .text   utf8    YÍM\b
6061 0x00063744 0x10063744 4   7    .text   utf8    YùȽ\b
6062 0x000642e0 0x100642e0 20  42   .rdata  utf16le ApsEndPerfSensorFail
6063 0x0006430c 0x1006430c 12  26   .rdata  utf16le EventScanAps
6064 0x00064328 0x10064328 49  100  .rdata  utf16le (m_aiTracksIndexes[iTrackDest] - iByteCount) < -1
6065 0x00064390 0x10064390 40  82   .rdata  utf16le TLA - iAPS_RETRACTING to iAPS_RETRACTED\n
6066 0x000643e8 0x100643e8 38  78   .rdata  utf16le TLA - iAPS_EXTRACTED to iAPS_FILM_END\n
6067 0x00064438 0x10064438 53  108  .rdata  utf16le TLA - bFilmFound() iAPS_EXTRACTING to iAPS_EXTRACTED\n
6068 0x000644a8 0x100644a8 62  126  .rdata  utf16le TLA - iAPS_CARTRIDGE_INSERTED or iAPS_RETRACTED to iAPS_EMPTY\n
6069 0x00064528 0x10064528 27  56   .rdata  utf16le TLA - Aps Cartridge Parked\n
6070 0x00064560 0x10064560 44  90   .rdata  utf16le TLA - iAPS_EMPTY to iAPS_CARTRIDGE_INSERTED\n
6071 0x000645bc 0x100645bc 25  52   .rdata  utf16le PPBI_APS_MOFCODE_OVERFLOW
6072 0x000645f0 0x100645f0 60  122  .rdata  utf16le TLA - bExtract() iAPS_CARTRIDGE_INSERTED to iAPS_EXTRACTING\n
6073 0x00064670 0x10064670 43  88   .rdata  utf16le TLA - bRetract() 0x%02X to iAPS_RETRACTING\n
6074 0x000646c8 0x100646c8 94  190  .rdata  utf16le TLA - bRetract() called iScanControl = %d, m_iScanControl = %d, PollPpbMillisec %u, Manual %d\n
6075 0x00064788 0x10064788 54  110  .rdata  utf16le TLA - InsertPerforation (wide) called for position %d\n
6076 0x000647f8 0x100647f8 56  114  .rdata  utf16le TLA - InsertPerforation (narrow) called for position %d\n
6077 0x0006486c 0x1006486c 4   6    .rdata  ascii   %02x
6078 0x00064874 0x10064874 12  14   .rdata  ascii   \r\n%4d : %02x
6079 0x00064884 0x10064884 10  12   .rdata  ascii   \r\n\r\n   0 :
6080 0x00064890 0x10064890 11  12   .rdata  ascii   \r\n\r\nPerfs\r\n
6081 0x0006489c 0x1006489c 19  20   .rdata  ascii   \r\n\r\nEnd Sentinels\r\n
6082 0x000648b0 0x100648b0 3   5    .rdata  ascii   %4d
6083 0x000648b8 0x100648b8 5   7    .rdata  ascii   \r\n%4d
6084 0x000648c0 0x100648c0 43  44   .rdata  ascii   Track %s, ByteCount %d\r\n\r\nStart Sentinels\r\n
6085 0x000648ec 0x100648ec 20  21   .rdata  ascii   APS ID Number %u\r\n\r\n
6086 0x00064904 0x10064904 4   5    .rdata  ascii   \r\n\r\n
6087 0x00064918 0x10064918 13  14   .rdata  ascii   \r\nCORRECTED\r\n
6088 0x00064928 0x10064928 13  14   .rdata  ascii   \r\nCONVERTED\r\n
6089 0x00064938 0x10064938 6   8    .rdata  ascii   \r\n%02x
6090 0x00064940 0x10064940 63  64   .rdata  ascii   \r\n\r\nLeader 1, Track %s, EdcTrackResults %d, ByteCount %d\r\nRAW\r\n
6091 0x00064980 0x10064980 63  64   .rdata  ascii   \r\n\r\nLeader 2, Track %s, EdcTrackResults %d, ByteCount %d\r\nRAW\r\n
6092 0x000649c0 0x100649c0 63  64   .rdata  ascii   \r\n\r\nFrame %d, Track %s, EdcTrackResults %d, ByteCount %d\r\nRAW\r\n
6093 0x00064a00 0x10064a00 28  58   .rdata  utf16le %s\Logs\PakonMofLog_1_%s.txt
6094 0x00064a3c 0x10064a3c 28  58   .rdata  utf16le %s\Logs\PakonMofLog_0_%s.txt
6095 0x00064a78 0x10064a78 48  98   .rdata  utf16le TLA - bTimer() iAPS_EXTRACTING to iAPS_FILM_END\n
6096 0x00064b88 0x10064b88 46  94   .rdata  utf16le DeviceIoControl(IOCTL_DISK_GET_PARTITION_INFO)
6097 0x00064be8 0x10064be8 46  94   .rdata  utf16le DeviceIoControl(IOCTL_DISK_GET_DRIVE_GEOMETRY)
6098 0x00064c48 0x10064c48 4   10   .rdata  utf16le \\.\
6099 0x00064c54 0x10064c54 14  30   .rdata  utf16le %s\PFS%02d.bin
6100 0x00064c74 0x10064c74 5   12   .rdata  utf16le *.bin
6101 0x00064c80 0x10064c80 10  22   .rdata  utf16le %s\Buffers
6102 0x00064ca0 0x10064ca0 88  178  .rdata  utf16le hFile = %u, pvBuffer = %p, uiWriteBytesRequested = %u, dwTest = %u, CurrentPosition = %d
6103 0x00064f0c 0x10064f0c 5   12   .rdata  utf16le %d %s
6104 0x00064fb4 0x10064fb4 16  34   .rdata  utf16le \Logs\DxCode.txt
6105 0x00064fd8 0x10064fd8 30  31   .rdata  ascii   Product = %d, Specifier = %d\r\n
6106 0x00064ff8 0x10064ff8 59  60   .rdata  ascii   Product = %d, Specifier = %d, ApsIdNumber = %u, CHOL = %i\r\n
6107 0x00065034 0x10065034 53  54   .rdata  ascii   \r\n-------------------------------------------------\r\n
6108 0x00065078 0x10065078 12  13   .rdata  ascii   %6d    %4d\r\n
6109 0x00065088 0x10065088 17  18   .rdata  ascii   LeftEdge  Width\r\n
6110 0x0006509c 0x1006509c 39  40   .rdata  ascii   FramingBlindlyPlacePictures placed %d\r\n
6111 0x000650c4 0x100650c4 26  27   .rdata  ascii   LookAtBeginning found %d\r\n
6112 0x000650e0 0x100650e0 20  21   .rdata  ascii   LookAtEnd found %d\r\n
6113 0x000650f8 0x100650f8 35  36   .rdata  ascii   FramingLookInBetweenEnds found %d\r\n
6114 0x0006511c 0x1006511c 19  20   .rdata  ascii   %6d    %6d    %4d\r\n
6115 0x00065130 0x10065130 27  28   .rdata  ascii   LeftEdge  RightEdge Width\r\n
6116 0x0006514c 0x1006514c 34  35   .rdata  ascii   \r\n\r\nLookForNicePictures found %d\r\n
6117 0x00065170 0x10065170 46  47   .rdata  ascii   %4d   %4d   %4d   %4d   %4d      %5d     %5d\r\n
6118 0x000651a0 0x100651a0 59  60   .rdata  ascii   LoLim  Target HiLim  Actual Variance  LeftEdge  RightEdge\r\n
6119 0x000651dc 0x100651dc 55  56   .rdata  ascii   \r\n\r\n------------------ Framing Ones -----------------\r\n
6120 0x00065214 0x10065214 49  50   .rdata  ascii   %02d    0x%08X  %s  %04d %02d    %02d  %05d  %s\r\n
6121 0x00065248 0x10065248 37  38   .rdata  ascii   %02d    MAGNETIC_DATA_STATUS_FAILED\r\n
6122 0x00065270 0x10065270 35  36   .rdata  ascii   %02d    MAGNETIC_DATA_STATUS_NONE\r\n
6123 0x00065294 0x10065294 53  54   .rdata  ascii   \r\n\r\nFrame Error      PAR Year Month Day Time  Title\r\n
6124 0x000652cc 0x100652cc 28  29   .rdata  ascii   %s    %3u  %3u      %3u  %3u
6125 0x000652ec 0x100652ec 5   6    .rdata  ascii   \r\nCM2
6126 0x000652f8 0x100652f8 112 113  .rdata  ascii   APS ID Number %u, Good Dx Reads %d, Frame Count %u, CartridgeHandOfLoad %d\r\n\r\nTrack Good Corrected Bad Dropped\r\n
6127 0x000653a4 0x100653a4 7   16   .rdata  utf16le TypeLib
6128 0x000653b4 0x100653b4 8   18   .rdata  utf16le Software
6129 0x000653c8 0x100653c8 6   14   .rdata  utf16le SYSTEM
6130 0x000653d8 0x100653d8 8   18   .rdata  utf16le SECURITY
6131 0x000653f4 0x100653f4 4   10   .rdata  utf16le Mime
6132 0x00065400 0x10065400 8   18   .rdata  utf16le Hardware
6133 0x00065414 0x10065414 9   20   .rdata  utf16le Interface
6134 0x00065428 0x10065428 8   18   .rdata  utf16le FileType
6135 0x0006543c 0x1006543c 20  42   .rdata  utf16le Component Categories
6136 0x00065468 0x10065468 5   12   .rdata  utf16le CLSID
6137 0x00065474 0x10065474 5   12   .rdata  utf16le AppID
6138 0x000654a0 0x100654a0 6   14   .rdata  utf16le Delete
6139 0x000654b0 0x100654b0 8   18   .rdata  utf16le NoRemove
6140 0x000654c4 0x100654c4 11  24   .rdata  utf16le ForceRemove
6141 0x000654e4 0x100654e4 4   20   .rdata  utf32le BDMS
6142 0x000654f8 0x100654f8 6   14   .rdata  utf16le ??????
6143 0x00065508 0x10065508 14  30   .rdata  utf16le PH_HOST_STATUS
6144 0x00065528 0x10065528 14  30   .rdata  utf16le PH_LOCAL_RESET
6145 0x00065548 0x10065548 15  32   .rdata  utf16le PH_GET_RESPONSE
6146 0x00065568 0x10065568 6   14   .rdata  utf16le PH_CMD
6147 0x00065578 0x10065578 14  30   .rdata  utf16le PH_READ_STATUS
6148 0x00065598 0x10065598 8   18   .rdata  utf16le PH_WRITE
6149 0x000655ac 0x100655ac 7   16   .rdata  utf16le PH_READ
6150 0x000655bc 0x100655bc 10  22   .rdata  utf16le PH_INVALID
6151 0x000655d4 0x100655d4 21  44   .rdata  utf16le m_hDriverEventPollPPB
6152 0x00065600 0x10065600 28  58   .rdata  utf16le m_DriverOverlappedPPB.hEvent
6153 0x0006563c 0x1006563c 12  26   .rdata  utf16le \\.\Loopback
6154 0x00065658 0x10065658 11  24   .rdata  utf16le EventDriver
6155 0x00065670 0x10065670 30  62   .rdata  utf16le Type %x, PktLen %x, Address %x
6156 0x000656b0 0x100656b0 20  42   .rdata  utf16le Logs\PakonPpbDebugDx
6157 0x000656dc 0x100656dc 13  28   .rdata  utf16le uiStatus = %u
6158 0x000656f8 0x100656f8 23  48   .rdata  utf16le Addr 0x%02X, Cmd 0x%02X
6159 0x00065728 0x10065728 22  46   .rdata  utf16le m_hDriverThreadPollPPB
6160 0x00065758 0x10065758 12  26   .rdata  utf16le EventPollPPB
6161 0x0006577c 0x1006577c 9   20   .rdata  utf16le ucCommand
6162 0x000657b0 0x100657b0 11  24   .rdata  utf16le AD_????????
6163 0x000657c8 0x100657c8 13  28   .rdata  utf16le AD_BOOT_MOTOR
6164 0x000657e4 0x100657e4 8   18   .rdata  utf16le AD_MOTOR
6165 0x000657f8 0x100657f8 12  26   .rdata  utf16le AD_BOOT_CCD1
6166 0x00065814 0x10065814 7   16   .rdata  utf16le AD_CCD1
6167 0x00065824 0x10065824 12  26   .rdata  utf16le AD_BOOT_LAMP
6168 0x00065840 0x10065840 7   16   .rdata  utf16le AD_LAMP
6169 0x00065850 0x10065850 15  32   .rdata  utf16le AD_BOOT_DX_READ
6170 0x00065870 0x10065870 10  22   .rdata  utf16le AD_DX_READ
6171 0x00065888 0x10065888 16  34   .rdata  utf16le AD_BOOT_APS_READ
6172 0x000658ac 0x100658ac 11  24   .rdata  utf16le AD_APS_READ
6173 0x000658c4 0x100658c4 7   16   .rdata  utf16le AD_HOST
6174 0x000658d4 0x100658d4 6   14   .rdata  utf16le %02X\r\n
6175 0x000658e4 0x100658e4 16  34   .rdata  utf16le PPB_CHANGE_LED\r\n
6176 0x00065908 0x10065908 18  38   .rdata  utf16le PPB_STOP_DX_SCAN\r\n
6177 0x00065930 0x10065930 40  82   .rdata  utf16le PPB_START_DX_SCAN, Speed %d, Format %d\r\n
6178 0x00065984 0x10065984 18  38   .rdata  utf16le PPB_READ_DX_CODE\r\n
6179 0x000659ac 0x100659ac 18  38   .rdata  utf16le PPB_GET_RESPONSE\r\n
6180 0x000659d4 0x100659d4 19  40   .rdata  utf16le PPB_SET_INTERRUPT\r\n
6181 0x000659fc 0x100659fc 11  24   .rdata  utf16le PPB_MINFO\r\n
6182 0x00065a14 0x10065a14 16  34   .rdata  utf16le PPB_GET_STATUS\r\n
6183 0x00065a38 0x10065a38 33  70   .rdata  utf16le Addr %s, Type %s, Cnt %d, %d, Cmd
6184 0x00065a80 0x10065a80 26  54   .rdata  utf16le Addr %s, Type %s, Cnt %d\r\n
6185 0x00065ab8 0x10065ab8 31  64   .rdata  utf16le \r\n-----------%s--------------\r\n
6186 0x00065af8 0x10065af8 45  92   .rdata  utf16le TLA - AppendPicDebugFile() Failed to open %s\n
6187 0x00065b54 0x10065b54 11  24   .rdata  utf16le %s\%s%u.txt
6188 0x00065b70 0x10065b70 90  182  .rdata  utf16le bDrvGetHardwareStatusLamp - mVout %u, mVin %u, mA %u, T %u, RPM %u, WStat 0x%x, FStat 0x%x
6189 0x00065c45 0x10065c45 4   5    .rdata  ascii   w8@u
6190 0x00065c4a 0x10065c4a 7   16   .rdata  utf16le cDevice
6191 0x00065c5c 0x10065c5c 21  44   .rdata  utf16le uiModuleSpecificBytes
6192 0x00065c8f 0x10065c8f 4   5    .rdata  ascii   ?fk}
6193 0x00065c98 0x10065c98 11  24   .rdata  utf16le iMotorSpeed
6194 0x00065cb0 0x10065cb0 28  58   .rdata  utf16le iFilmPressureRollersPosition
6195 0x00065cec 0x10065cec 14  30   .rdata  utf16le uiControlValue
6196 0x00065d14 0x10065d14 28  58   .rdata  utf16le TLA - Firmware, Software %s\n
6197 0x00065d50 0x10065d50 114 230  .rdata  utf16le USB 0x%02x,0x%02x  CCD 0x%02x,0x%02x  Lamp 0x%02x,0x%02x  DX 0x%02x,0x%02x  Motor 0x%02x,0x%02x  Aps 0x%02x,0x%02x
6198 0x00065e40 0x10065e40 5   12   .rdata  utf16le BLANK
6199 0x00065e50 0x10065e50 48  98   .rdata  utf16le TLA - First Read of EEPROM - INITIALIZEW_EEPROM_
6200 0x00065eb8 0x10065eb8 77  156  .rdata  utf16le TLA - EC_DRV_FifoOverflow in bDrvGetPpbInterruptStatus (not always an error)\n
6201 0x00065fa0 0x10065fa0 18  38   .rdata  utf16le CurrentOpenGate_Ir
6202 0x00065fc8 0x10065fc8 22  46   .rdata  utf16le IrLEDStartTimeOpenGate
6203 0x00065ff8 0x10065ff8 21  44   .rdata  utf16le CcdExposureOpenGate_B
6204 0x00066024 0x10066024 21  44   .rdata  utf16le CcdExposureOpenGate_G
6205 0x00066050 0x10066050 21  44   .rdata  utf16le CcdExposureOpenGate_R
6206 0x0006607c 0x1006607c 10  22   .rdata  utf16le Current_Ir
6207 0x00066094 0x10066094 14  30   .rdata  utf16le IrLEDStartTime
6208 0x000660b4 0x100660b4 13  28   .rdata  utf16le CcdExposure_B
6209 0x000660d0 0x100660d0 13  28   .rdata  utf16le CcdExposure_G
6210 0x000660ec 0x100660ec 13  28   .rdata  utf16le CcdExposure_R
6211 0x00066108 0x10066108 9   20   .rdata  utf16le LampLevel
6212 0x0006611c 0x1006611c 8   18   .rdata  utf16le Offset_B
6213 0x00066130 0x10066130 8   18   .rdata  utf16le Offset_G
6214 0x00066144 0x10066144 8   18   .rdata  utf16le Offset_R
6215 0x00066158 0x10066158 6   14   .rdata  utf16le Gain_B
6216 0x00066168 0x10066168 6   14   .rdata  utf16le Gain_G
6217 0x00066178 0x10066178 6   14   .rdata  utf16le Gain_R
6218 0x00066188 0x10066188 12  26   .rdata  utf16le DetectFilm_G
6219 0x000661a4 0x100661a4 13  28   .rdata  utf16le DetectWhite_G
6220 0x000661c0 0x100661c0 14  30   .rdata  utf16le SpliceDarkness
6221 0x000661e8 0x100661e8 16  34   .rdata  utf16le StepperCCDAdjust
6222 0x0006620c 0x1006620c 10  22   .rdata  utf16le StepperCCD
6223 0x00066224 0x10066224 11  24   .rdata  utf16le StepperLens
6224 0x0006623c 0x1006623c 13  28   .rdata  utf16le MotorSpeed_Ir
6225 0x00066258 0x10066258 10  22   .rdata  utf16le MotorSpeed
6226 0x00066270 0x10066270 18  38   .rdata  utf16le MotorAdjustDrag_Ir
6227 0x00066298 0x10066298 15  32   .rdata  utf16le MotorAdjustDrag
6228 0x000662b8 0x100662b8 14  30   .rdata  utf16le MotorAdjust_Ir
6229 0x000662d8 0x100662d8 11  24   .rdata  utf16le MotorAdjust
6230 0x000662f0 0x100662f0 6   14   .rdata  utf16le Offset
6231 0x00066300 0x10066300 14  30   .rdata  utf16le m_uiStepperCCD
6232 0x00066320 0x10066320 15  32   .rdata  utf16le m_uiStepperLens
6233 0x00066340 0x10066340 14  30   .rdata  utf16le m_iMotorAdjust
6234 0x00066368 0x10066368 11  24   .rdata  utf16le NegMatrix11
6235 0x00066380 0x10066380 11  24   .rdata  utf16le NegMatrix10
6236 0x00066398 0x10066398 10  22   .rdata  utf16le NegMatrix9
6237 0x000663b0 0x100663b0 10  22   .rdata  utf16le NegMatrix8
6238 0x000663c8 0x100663c8 10  22   .rdata  utf16le NegMatrix7
6239 0x000663e0 0x100663e0 10  22   .rdata  utf16le NegMatrix6
6240 0x000663f8 0x100663f8 10  22   .rdata  utf16le NegMatrix5
6241 0x00066410 0x10066410 10  22   .rdata  utf16le NegMatrix4
6242 0x00066428 0x10066428 10  22   .rdata  utf16le NegMatrix3
6243 0x00066440 0x10066440 10  22   .rdata  utf16le NegMatrix2
6244 0x00066458 0x10066458 10  22   .rdata  utf16le NegMatrix1
6245 0x00066470 0x10066470 10  22   .rdata  utf16le NegMatrix0
6246 0x00066488 0x10066488 11  24   .rdata  utf16le PosMatrix11
6247 0x000664a0 0x100664a0 11  24   .rdata  utf16le PosMatrix10
6248 0x000664b8 0x100664b8 10  22   .rdata  utf16le PosMatrix9
6249 0x000664d0 0x100664d0 10  22   .rdata  utf16le PosMatrix8
6250 0x000664e8 0x100664e8 10  22   .rdata  utf16le PosMatrix7
6251 0x00066500 0x10066500 10  22   .rdata  utf16le PosMatrix6
6252 0x00066518 0x10066518 10  22   .rdata  utf16le PosMatrix5
6253 0x00066530 0x10066530 10  22   .rdata  utf16le PosMatrix4
6254 0x00066548 0x10066548 10  22   .rdata  utf16le PosMatrix3
6255 0x00066560 0x10066560 10  22   .rdata  utf16le PosMatrix2
6256 0x00066578 0x10066578 10  22   .rdata  utf16le PosMatrix1
6257 0x00066590 0x10066590 10  22   .rdata  utf16le PosMatrix0
6258 0x000665af 0x100665af 6   7    .rdata  ascii   ?coeff
6259 0x000665c0 0x100665c0 4   10   .rdata  utf16le %s%s
6260 0x000665df 0x100665df 5   6    .rdata  ascii   A%f%f
6261 0x000665e8 0x100665e8 6   7    .rdata  ascii   0.0000
6262 0x0006661a 0x1006661a 22  46   .rdata  utf16le xCalibrationFilmOffset
6263 0x00066648 0x10066648 26  54   .rdata  utf16le LampAdjustCreateDebugFiles
6264 0x00066680 0x10066680 28  58   .rdata  utf16le ApsExitRollerClosedOnExtract
6265 0x000666bc 0x100666bc 26  54   .rdata  utf16le ApsPerfsRequiredForFraming
6266 0x000666f4 0x100666f4 15  32   .rdata  utf16le ApsRetractSpeed
6267 0x00066714 0x10066714 15  32   .rdata  utf16le ApsExtractSpeed
6268 0x00066734 0x10066734 14  30   .rdata  utf16le ApsThrustSpeed
6269 0x00066754 0x10066754 19  40   .rdata  utf16le ApsCreateDebugFiles
6270 0x00066780 0x10066780 31  64   .rdata  utf16le DxCreateDebugFilesCommunication
6271 0x000667c0 0x100667c0 18  38   .rdata  utf16le DxCreateDebugFiles
6272 0x000667e8 0x100667e8 18  38   .rdata  utf16le FPCCreateDebugFile
6273 0x00066810 0x10066810 19  40   .rdata  utf16le FPCAnalyzeThreshold
6274 0x00066838 0x10066838 14  30   .rdata  utf16le FPCAnalyzeSkip
6275 0x00066858 0x10066858 13  28   .rdata  utf16le FPCAnalyzeAvg
6276 0x00066874 0x10066874 15  32   .rdata  utf16le LampWarmUpSlope
6277 0x00066894 0x10066894 25  52   .rdata  utf16le DriverSimultaneousPackets
6278 0x000668c8 0x100668c8 17  36   .rdata  utf16le DriverPacketBytes
6279 0x000668ec 0x100668ec 13  28   .rdata  utf16le SwapApsTracks
6280 0x00066908 0x10066908 16  34   .rdata  utf16le AnselOrientation
6281 0x0006692c 0x1006692c 13  28   .rdata  utf16le UseFPCAnalyze
6282 0x00066948 0x10066948 23  48   .rdata  utf16le UseTimeCriticalPriority
6283 0x00066978 0x10066978 13  28   .rdata  utf16le HighWaterTest
6284 0x00066994 0x10066994 16  34   .rdata  utf16le UseLampColdStart
6285 0x000669b8 0x100669b8 17  36   .rdata  utf16le UsePpbDebugTraces
6286 0x000669dc 0x100669dc 24  50   .rdata  utf16le UseMMXForProcessScanLine
6287 0x00066a10 0x10066a10 14  30   .rdata  utf16le StopOnLostSync
6288 0x00066a30 0x10066a30 7   16   .rdata  utf16le Version
6289 0x00066a40 0x10066a40 14  30   .rdata  utf16le TlaControlLeds
6290 0x00066a60 0x10066a60 12  26   .rdata  utf16le LockSteppers
6291 0x00066a7c 0x10066a7c 13  28   .rdata  utf16le DxDesperation
6292 0x00066a98 0x10066a98 11  24   .rdata  utf16le DrawDxLines
6293 0x00066ab0 0x10066ab0 9   20   .rdata  utf16le SenseFilm
6294 0x00066ac4 0x10066ac4 18  38   .rdata  utf16le UseFilmGuidesError
6295 0x00066aec 0x10066aec 13  28   .rdata  utf16le UseFilmGuides
6296 0x00066b08 0x10066b08 14  30   .rdata  utf16le UseFilterWheel
6297 0x00066b28 0x10066b28 23  48   .rdata  utf16le PlanarFileHeaderVersion
6298 0x00066b58 0x10066b58 26  54   .rdata  utf16le IrChannelSavedInPlanarFile
6299 0x00066b90 0x10066b90 18  38   .rdata  utf16le HiResMegabytesRoll
6300 0x00066bb8 0x10066bb8 19  40   .rdata  utf16le HiResMegabytesTotal
6301 0x00066be0 0x10066be0 9   20   .rdata  utf16le HiResPath
6302 0x00066bf4 0x10066bf4 16  34   .rdata  utf16le Base8Ratio_HR_LR
6303 0x00066c18 0x10066c18 23  48   .rdata  utf16le FirmwareLoadRetrySerial
6304 0x00066c48 0x10066c48 17  36   .rdata  utf16le FirmwareLoadRetry
6305 0x00066c6c 0x10066c6c 19  40   .rdata  utf16le ScannerSerialNumber
6306 0x00066c94 0x10066c94 16  34   .rdata  utf16le ScannerVersionHw
6307 0x00066cb8 0x10066cb8 11  24   .rdata  utf16le ScannerType
6308 0x00066cd0 0x10066cd0 7   16   .rdata  utf16le C:\Temp
6309 0x00066ce0 0x10066ce0 11  24   .rdata  utf16le ProgramPath
6310 0x00066cf8 0x10066cf8 12  13   .rdata  ascii   AuthenticAMD
6311 0x00066d08 0x10066d08 12  13   .rdata  ascii   GenuineIntel
6312 0x00066d18 0x10066d18 30  62   .rdata  utf16le SystemInfo.wProcessorLevel < 6
6313 0x00066d58 0x10066d58 65  132  .rdata  utf16le PROCESSOR_ARCHITECTURE_INTEL != SystemInfo.wProcessorArchitecture
6314 0x00066de0 0x10066de0 64  65   .rdata  ascii   , %5u, %5u, %5u, %5u, , %5u, %5u, %5u, %5u, , %5u, %5u, %5u, %5u
6315 0x00066e24 0x10066e24 4   6    .rdata  ascii   %5d,
6316 0x00066e2c 0x10066e2c 4   6    .rdata  ascii   %5u,
6317 0x00066e38 0x10066e38 80  82   .rdata  ascii   %2.2f, %2.2f, %2.2f, , %4d, %4d, %4d, , %4u, %4u, %4u, , %4u, %2.2f, %4u, %4u, ,
6318 0x00066e97 0x10066e97 59  61   .rdata  ascii   ?%04d/%02d/%02d, %02d:%02d:%02d, %4u, %4u, %4u, %4u, %4u, ,
6319 0x00066ed8 0x10066ed8 34  70   .rdata  utf16le %s\Logs\PakonCalibrationLog_%s.csv
6320 0x00066f28 0x10066f28 8   18   .rdata  utf16le \BnW_C41
6321 0x00066f3c 0x10066f3c 4   10   .rdata  utf16le \BnW
6322 0x00066f48 0x10066f48 7   16   .rdata  utf16le \ColPos
6323 0x00066f58 0x10066f58 7   16   .rdata  utf16le \ColNeg
6324 0x00066f6e 0x10066f6e 4   5    .rdata  ascii   d@)\
6325 0x00066f80 0x10066f80 6   14   .rdata  utf16le %s.bin
6326 0x00066f98 0x10066f98 5   12   .rdata  utf16le \Test
6327 0x00066fa4 0x10066fa4 12  26   .rdata  utf16le \DpiBase4_24
6328 0x00066fc0 0x10066fc0 12  26   .rdata  utf16le \DpiBase8_24
6329 0x00066fdc 0x10066fdc 13  28   .rdata  utf16le \DpiBase16_24
6330 0x00066ff8 0x10066ff8 12  26   .rdata  utf16le \DpiBase4_35
6331 0x00067014 0x10067014 12  26   .rdata  utf16le \DpiBase8_35
6332 0x00067030 0x10067030 13  28   .rdata  utf16le \DpiBase16_35
6333 0x00067050 0x10067050 39  80   .rdata  utf16le C:\Program Files\Pakon\F-X35 COM Server
6334 0x000670a8 0x100670a8 6   7    .rdata  ascii   ffffff
6335 0x000670b8 0x100670b8 19  40   .rdata  utf16le ClientColRevMatFile
6336 0x000670e0 0x100670e0 19  40   .rdata  utf16le ClientColRevLutFile
6337 0x00067108 0x10067108 19  40   .rdata  utf16le ClientColNegMatFile
6338 0x00067130 0x10067130 19  40   .rdata  utf16le ClientColNegLutFile
6339 0x00067158 0x10067158 11  24   .rdata  utf16le ColRevLutS6
6340 0x00067170 0x10067170 14  30   .rdata  utf16le ColRevLut1File
6341 0x00067190 0x10067190 17  36   .rdata  utf16le OutputProfileFile
6342 0x000671b4 0x100671b4 16  34   .rdata  utf16le InputProfileFile
6343 0x000671d8 0x100671d8 18  38   .rdata  utf16le CRInputProfileFile
6344 0x00067200 0x10067200 43  88   .rdata  utf16le \Config\ColorCorrection\ClientColRevMat.txt
6345 0x00067258 0x10067258 43  88   .rdata  utf16le \Config\ColorCorrection\ClientColNegMat.txt
6346 0x000672b0 0x100672b0 43  88   .rdata  utf16le \Config\ColorCorrection\ClientColRevLut.txt
6347 0x00067308 0x10067308 43  88   .rdata  utf16le \Config\ColorCorrection\ClientColNegLut.txt
6348 0x00067360 0x10067360 39  80   .rdata  utf16le \Config\ColorCorrection\ColRevLutS6.lut
6349 0x000673b0 0x100673b0 37  76   .rdata  utf16le \Config\ColorCorrection\ColRevLut1.pf
6350 0x00067400 0x10067400 31  64   .rdata  utf16le \Config\ColorCorrection\srgb.pf
6351 0x00067440 0x10067440 30  62   .rdata  utf16le \Config\ColorCorrection\rpd.pf
6352 0x00067480 0x10067480 31  64   .rdata  utf16le \Config\ColorCorrection\romm.pf
6353 0x000674c0 0x100674c0 11  24   .rdata  utf16le \ColorKodak
6354 0x000674d8 0x100674d8 5   12   .rdata  utf16le \Save
6355 0x000674e4 0x100674e4 5   12   .rdata  utf16le \Scan
6356 0x000674f0 0x100674f0 7   16   .rdata  utf16le \Memory
6357 0x00067500 0x10067500 39  80   .rdata  utf16le \StringFileInfo\040904B0\ProductVersion
6358 0x00067550 0x10067550 27  56   .rdata  utf16le \Logs\PakonErrorLogSave.txt
